row,Peak.Nr,Identifier1,Identifier2,type,Analysis,rArea44,Area44,d13Craw,d18Oraw,Date,Time,mass
78,6,BU-89-2E (E1) #1,,sample,5220,30233,30.233,-6.727,25.095,6/29/17,,109
78,7,BU-89-2E (E1) #1,,sample,5220,29291,29.291,-6.714,25.097,6/29/17,,109
78,8,BU-89-2E (E1) #1,,sample,5220,28188,28.188,-6.71,25.121,6/29/17,,109
78,9,BU-89-2E (E1) #1,,sample,5220,27151,27.151,-6.711,25.157,6/29/17,,109
78,10,BU-89-2E (E1) #1,,sample,5220,26115,26.115,-6.633,25.094,6/29/17,,109
78,11,BU-89-2E (E1) #1,,sample,5220,25096,25.096,-6.646,25.149,6/29/17,,109
78,12,BU-89-2E (E1) #1,,sample,5220,24122,24.122,-6.661,25.087,6/29/17,,109
78,13,BU-89-2E (E1) #1,,sample,5220,23169,23.169,-6.689,25.116,6/29/17,,109
78,14,BU-89-2E (E1) #1,,sample,5220,22239,22.239,-6.675,25.096,6/29/17,,109
78,15,BU-89-2E (E1) #1,,sample,5220,21394,21.394,-6.694,25.126,6/29/17,,109
79,1,HIS,,drift.std,5221,95744,95.744,-11.143,34.254,6/29/17,,96
79,2,HIS,,drift.std,5221,96134,96.134,-11.156,34.192,6/29/17,,96
79,3,HIS,,drift.std,5221,95999,95.999,-11.169,34.205,6/29/17,,96
79,4,HIS,,drift.std,5221,96222,96.222,-11.175,34.155,6/29/17,,96
79,5,HIS,,drift.std,5221,5940,5.94,-4.166,24.762,6/29/17,,96
79,6,HIS,,drift.std,5221,27127,27.127,-4.582,21.043,6/29/17,,96
79,7,HIS,,drift.std,5221,9535,9.535,-4.539,20.917,6/29/17,,96
79,8,HIS,,drift.std,5221,2259,2.259,-4.584,20.676,6/29/17,,96
79,9,HIS,,drift.std,5221,1069,1.069,-4.647,19.969,6/29/17,,96
79,10,HIS,,drift.std,5221,1220,1.22,-4.647,20.548,6/29/17,,96
79,11,HIS,,drift.std,5221,1437,1.437,-4.65,20.87,6/29/17,,96
79,12,HIS,,drift.std,5221,662,0.662,-4.823,18.744,6/29/17,,96
79,13,HIS,,drift.std,5221,192,0.192,-4.59,14.571,6/29/17,,96
80,1,CU YULE,,mon.std,5222,96101,96.101,-11.142,34.22,6/29/17,,90
80,2,CU YULE,,mon.std,5222,96443,96.443,-11.156,34.192,6/29/17,,90
80,3,CU YULE,,mon.std,5222,96413,96.413,-11.144,34.175,6/29/17,,90
80,4,CU YULE,,mon.std,5222,96355,96.355,-11.144,34.175,6/29/17,,90
80,5,CU YULE,,mon.std,5222,5795,5.795,1.036,172.349,6/29/17,,90
80,6,CU YULE,,mon.std,5222,26556,26.556,-2.816,31.054,6/29/17,,90
80,7,CU YULE,,mon.std,5222,25717,25.717,-2.774,30.988,6/29/17,,90
80,8,CU YULE,,mon.std,5222,24796,24.796,-2.718,30.966,6/29/17,,90
80,9,CU YULE,,mon.std,5222,23871,23.871,-2.693,30.867,6/29/17,,90
80,10,CU YULE,,mon.std,5222,22962,22.962,-2.745,30.872,6/29/17,,90
80,11,CU YULE,,mon.std,5222,22074,22.074,-2.636,30.954,6/29/17,,90
80,12,CU YULE,,mon.std,5222,21223,21.223,-2.686,30.947,6/29/17,,90
80,13,CU YULE,,mon.std,5222,20360,20.36,-2.579,30.9,6/29/17,,90
80,14,CU YULE,,mon.std,5222,19564,19.564,-2.626,30.785,6/29/17,,90
80,15,CU YULE,,mon.std,5222,18804,18.804,-2.655,30.818,6/29/17,,90
81,1,BU-89-2E (E1) #2,,sample,5223,96601,96.601,-11.175,34.222,6/29/17,,104
81,2,BU-89-2E (E1) #2,,sample,5223,96873,96.873,-11.156,34.192,6/29/17,,104
81,3,BU-89-2E (E1) #2,,sample,5223,96777,96.777,-11.141,34.236,6/29/17,,104
81,4,BU-89-2E (E1) #2,,sample,5223,96870,96.87,-11.155,34.134,6/29/17,,104
81,5,BU-89-2E (E1) #2,,sample,5223,6228,6.228,-6.054,31.087,6/29/17,,104
81,6,BU-89-2E (E1) #2,,sample,5223,28914,28.914,-6.367,27.053,6/29/17,,104
81,7,BU-89-2E (E1) #2,,sample,5223,9307,9.307,-6.196,26.863,6/29/17,,104
81,8,BU-89-2E (E1) #2,,sample,5223,1525,1.525,-6.283,26.165,6/29/17,,104
81,9,BU-89-2E (E1) #2,,sample,5223,253,0.253,-6.317,21.866,6/29/17,,104
82,1,BU-89-2E (E1) #3,,sample,5224,96284,96.284,-11.157,34.24,6/29/17,,97
82,2,BU-89-2E (E1) #3,,sample,5224,96617,96.617,-11.156,34.192,6/29/17,,97
82,3,BU-89-2E (E1) #3,,sample,5224,96578,96.578,-11.18,34.179,6/29/17,,97
82,4,BU-89-2E (E1) #3,,sample,5224,96634,96.634,-11.178,34.206,6/29/17,,97
82,5,BU-89-2E (E1) #3,,sample,5224,5792,5.792,-7.946,31.663,6/29/17,,97
82,6,BU-89-2E (E1) #3,,sample,5224,27311,27.311,-8.334,26.809,6/29/17,,97
82,7,BU-89-2E (E1) #3,,sample,5224,8930,8.93,-8.193,26.4,6/29/17,,97
82,8,BU-89-2E (E1) #3,,sample,5224,1428,1.428,-8.317,25.854,6/29/17,,97
82,9,BU-89-2E (E1) #3,,sample,5224,236,0.236,-8.615,21.105,6/29/17,,97
83,1,MB140607.RR3.100.002.CN,,sample,5225,96405,96.405,-11.187,34.213,6/29/17,,759
83,2,MB140607.RR3.100.002.CN,,sample,5225,96734,96.734,-11.156,34.192,6/29/17,,759
83,3,MB140607.RR3.100.002.CN,,sample,5225,96495,96.495,-11.167,34.197,6/29/17,,759
83,4,MB140607.RR3.100.002.CN,,sample,5225,96450,96.45,-11.142,34.197,6/29/17,,759
83,5,MB140607.RR3.100.002.CN,,sample,5225,12988,12.988,-0.402,37.066,6/29/17,,759
83,6,MB140607.RR3.100.002.CN,,sample,5225,63798,63.798,-0.967,33.908,6/29/17,,759
83,7,MB140607.RR3.100.002.CN,,sample,5225,61673,61.673,-0.914,33.829,6/29/17,,759
83,8,MB140607.RR3.100.002.CN,,sample,5225,59395,59.395,-0.908,33.862,6/29/17,,759
83,9,MB140607.RR3.100.002.CN,,sample,5225,57123,57.123,-0.937,33.778,6/29/17,,759
83,10,MB140607.RR3.100.002.CN,,sample,5225,54984,54.984,-0.928,33.786,6/29/17,,759
83,11,MB140607.RR3.100.002.CN,,sample,5225,52796,52.796,-0.896,33.742,6/29/17,,759
83,12,MB140607.RR3.100.002.CN,,sample,5225,50804,50.804,-0.846,33.745,6/29/17,,759
83,13,MB140607.RR3.100.002.CN,,sample,5225,48886,48.886,-0.83,33.71,6/29/17,,759
83,14,MB140607.RR3.100.002.CN,,sample,5225,46996,46.996,-0.802,33.67,6/29/17,,759
83,15,MB140607.RR3.100.002.CN,,sample,5225,45086,45.086,-0.802,33.75,6/29/17,,759
84,1,MB140607.RR3SP.020.003.CN,,sample,5226,96563,96.563,-11.144,34.214,6/29/17,,4337
84,2,MB140607.RR3SP.020.003.CN,,sample,5226,96793,96.793,-11.156,34.192,6/29/17,,4337
84,3,MB140607.RR3SP.020.003.CN,,sample,5226,96780,96.78,-11.17,34.179,6/29/17,,4337
84,4,MB140607.RR3SP.020.003.CN,,sample,5226,96495,96.495,-11.171,34.169,6/29/17,,4337
84,5,MB140607.RR3SP.020.003.CN,,sample,5226,2279,2.279,-0.464,42.853,6/29/17,,4337
84,6,MB140607.RR3SP.020.003.CN,,sample,5226,11063,11.063,-0.983,31.882,6/29/17,,4337
84,7,MB140607.RR3SP.020.003.CN,,sample,5226,10704,10.704,-1.009,31.825,6/29/17,,4337
84,8,MB140607.RR3SP.020.003.CN,,sample,5226,10306,10.306,-1.109,31.914,6/29/17,,4337
84,9,MB140607.RR3SP.020.003.CN,,sample,5226,9893,9.893,-1.139,31.788,6/29/17,,4337
84,10,MB140607.RR3SP.020.003.CN,,sample,5226,9506,9.506,-1.136,31.756,6/29/17,,4337
84,11,MB140607.RR3SP.020.003.CN,,sample,5226,9123,9.123,-1.184,31.613,6/29/17,,4337
84,12,MB140607.RR3SP.020.003.CN,,sample,5226,8762,8.762,-1.063,31.806,6/29/17,,4337
84,13,MB140607.RR3SP.020.003.CN,,sample,5226,8420,8.42,-1.158,31.791,6/29/17,,4337
84,14,MB140607.RR3SP.020.003.CN,,sample,5226,8086,8.086,-1.111,31.78,6/29/17,,4337
84,15,MB140607.RR3SP.020.003.CN,,sample,5226,7779,7.779,-1.045,31.63,6/29/17,,4337
85,1,MB140607.RR3SP.052.001.CN,,sample,5227,95996,95.996,-11.137,34.233,6/29/17,,3753
85,2,MB140607.RR3SP.052.001.CN,,sample,5227,96429,96.429,-11.156,34.192,6/29/17,,3753
85,3,MB140607.RR3SP.052.001.CN,,sample,5227,96542,96.542,-11.154,34.188,6/29/17,,3753
85,4,MB140607.RR3SP.052.001.CN,,sample,5227,96287,96.287,-11.158,34.213,6/29/17,,3753
85,5,MB140607.RR3SP.052.001.CN,,sample,5227,5618,5.618,0.209,36.994,6/29/17,,3753
85,6,MB140607.RR3SP.052.001.CN,,sample,5227,26902,26.902,-0.182,33.734,6/29/17,,3753
85,7,MB140607.RR3SP.052.001.CN,,sample,5227,25990,25.99,-0.172,33.71,6/29/17,,3753
85,8,MB140607.RR3SP.052.001.CN,,sample,5227,25045,25.045,-0.18,33.707,6/29/17,,3753
85,9,MB140607.RR3SP.052.001.CN,,sample,5227,24102,24.102,-0.2,33.649,6/29/17,,3753
85,10,MB140607.RR3SP.052.001.CN,,sample,5227,23145,23.145,-0.179,33.649,6/29/17,,3753
85,11,MB140607.RR3SP.052.001.CN,,sample,5227,22218,22.218,-0.197,33.644,6/29/17,,3753
85,12,MB140607.RR3SP.052.001.CN,,sample,5227,21344,21.344,-0.229,33.604,6/29/17,,3753
85,13,MB140607.RR3SP.052.001.CN,,sample,5227,20530,20.53,-0.203,33.685,6/29/17,,3753
85,14,MB140607.RR3SP.052.001.CN,,sample,5227,19712,19.712,-0.183,33.563,6/29/17,,3753
85,15,MB140607.RR3SP.052.001.CN,,sample,5227,18930,18.93,-0.13,33.534,6/29/17,,3753
86,1,HIS,,drift.std,5228,95842,95.842,-11.152,34.189,6/29/17,,87
86,2,HIS,,drift.std,5228,96395,96.395,-11.156,34.192,6/29/17,,87
86,3,HIS,,drift.std,5228,96269,96.269,-11.18,34.17,6/29/17,,87
86,4,HIS,,drift.std,5228,96247,96.247,-11.184,34.144,6/29/17,,87
86,5,HIS,,drift.std,5228,5159,5.159,-4.31,22.133,6/29/17,,87
86,6,HIS,,drift.std,5228,25241,25.241,-4.631,20.709,6/29/17,,87
86,7,HIS,,drift.std,5228,8106,8.106,-4.573,20.52,6/29/17,,87
86,8,HIS,,drift.std,5228,1264,1.264,-4.533,20.347,6/29/17,,87
86,9,HIS,,drift.std,5228,211,0.211,-6.256,15.12,6/29/17,,87
87,1,CU YULE,,mon.std,5229,96045,96.045,-11.132,34.219,6/29/17,,95
87,2,CU YULE,,mon.std,5229,96501,96.501,-11.156,34.192,6/29/17,,95
87,3,CU YULE,,mon.std,5229,96411,96.411,-11.148,34.185,6/29/17,,95
87,4,CU YULE,,mon.std,5229,96443,96.443,-11.16,34.181,6/29/17,,95
87,5,CU YULE,,mon.std,5229,5886,5.886,-2.751,34.315,6/29/17,,95
87,6,CU YULE,,mon.std,5229,28619,28.619,-2.888,33.045,6/29/17,,95
87,7,CU YULE,,mon.std,5229,27658,27.658,-2.906,33.09,6/29/17,,95
87,8,CU YULE,,mon.std,5229,26606,26.606,-2.864,33.042,6/29/17,,95
87,9,CU YULE,,mon.std,5229,25604,25.604,-2.883,32.999,6/29/17,,95
87,10,CU YULE,,mon.std,5229,24625,24.625,-2.873,33.045,6/29/17,,95
87,11,CU YULE,,mon.std,5229,23652,23.652,-2.845,32.943,6/29/17,,95
87,12,CU YULE,,mon.std,5229,22713,22.713,-2.841,33.036,6/29/17,,95
87,13,CU YULE,,mon.std,5229,21829,21.829,-2.821,33.006,6/29/17,,95
87,14,CU YULE,,mon.std,5229,20929,20.929,-2.822,32.944,6/29/17,,95
87,15,CU YULE,,mon.std,5229,20095,20.095,-2.82,32.992,6/29/17,,95
